56d47667c6a9242e,6d95afeb4d968b91,a4d04413ee4b0b24,54b24caeab906212,52a1f8e122ccad1a,29f66142f6e0fed2,236dec13a662098a,eb1c02ce8ab444ba,e063f6ab7a00925d,638370113f88e004,6d7b38bc199f84b8
661657184c3d9218,6d95afeb4d968b91,a4d04413ee4b0b24,54b24caeab906212,29f66142f6e0fed2,77c995ae877308a5,52a1f8e122ccad1a,236dec13a662098a,e063f6ab7a00925d,95aa5f20dd6810f4,638370113f88e004
05d5253080e43d9f,04d37de4a52f9e22,75e907498c1d0925,a4d04413ee4b0b24,e063f6ab7a00925d,e05e63bcccbafedb,23e484585a3b5d71,92cce56cc5c0089a,57e42b888551c3de,9580a525da7618e9,46592c29655cfc5e
2e6f65ce916e0717,6d95afeb4d968b91,54b24caeab906212,52a1f8e122ccad1a,c874cac3b31f5875,8af6cdc91a12dbed,e063f6ab7a00925d,a110f92bd6ff06b9,0b33fa0e17628ec9,ab1bdad8537b85cd,28d433f78afdce40
0f49d9761e9c8674,76fba8ff25f765b6,92cce56cc5c0089a,6ed2a6b18d1ac4e4,a4d04413ee4b0b24,4442579ed506724b,8d9ec6e3f0500705,4e07173c3bba48d2,ab1bdad8537b85cd,43b4c6b6f9de8346,659f2ceb67eca1ef
4d025499868b7b53,55f8a66f057a7e76,76fba8ff25f765b6,4f58ddbcdf9c22bb,92cce56cc5c0089a,5e3204219e25bd7a,6ed2a6b18d1ac4e4,c9713aed1d68c5b5,b49bb8ec9c2b8481,34386eca594b7bc2,77c995ae877308a5
ef8bff0286ecbf0e,77c995ae877308a5,9ad71a6ac8fa41c7,29f66142f6e0fed2,5f3425c78f6bdc03,236dec13a662098a,7c526f073357aafa,54b24caeab906212,c3215f5929e573b9,14c694b32b06354f,43143e7a4c6f90e0
30de5ed0c6363f94,77c995ae877308a5,6d95afeb4d968b91,668e9cd9f87e1678,127df5e318d03214,a4d04413ee4b0b24,29f66142f6e0fed2,11c3da0a5311623e,9ad71a6ac8fa41c7,27efe455649ee698,5f3425c78f6bdc03
2175c7af765fcea6,77c995ae877308a5,9ad71a6ac8fa41c7,29f66142f6e0fed2,5f3425c78f6bdc03,236dec13a662098a,7c526f073357aafa,54b24caeab906212,c3215f5929e573b9,14c694b32b06354f,43143e7a4c6f90e0
2137ef9f18093972,a57eeedafaa1aee0,2bc44fe496fca3b1,0b33fa0e17628ec9,1219e2eb2c8541ab,1c184b6048a2d34d,54b24caeab906212,bdc376ad3a36bd8b,ab1bdad8537b85cd,ad1cc7894c991bbd,a4d04413ee4b0b24
209221210083cb2d,9ad71a6ac8fa41c7,22948b6ee6a5aea3,77c995ae877308a5,ab1bdad8537b85cd,0f2974a87af04441,54b24caeab906212,1cc21aa79b1834fd,a110f92bd6ff06b9,8af6cdc91a12dbed,27efe455649ee698
84906a6239e7b3f9,923f5c94b00cbec8,6d95afeb4d968b91,76fba8ff25f765b6,92cce56cc5c0089a,6ed2a6b18d1ac4e4,8d9ec6e3f0500705,4e07173c3bba48d2,43b4c6b6f9de8346,ab1bdad8537b85cd,0ea21bb9feaf46c8
32914cdd2c811ad4,5f3425c78f6bdc03,6577027716a2b329,1219e2eb2c8541ab,60c1cbfd93eae4ef,bd08676326a7951f,52a1f8e122ccad1a,6d7b38bc199f84b8,29f66142f6e0fed2,c813fd94ac8084a3,8af6cdc91a12dbed
21cd2d333867ce4c,6d95afeb4d968b91,a4d04413ee4b0b24,54b24caeab906212,52a1f8e122ccad1a,29f66142f6e0fed2,236dec13a662098a,eb1c02ce8ab444ba,e063f6ab7a00925d,638370113f88e004,6d7b38bc199f84b8
04d76fb2cd35d996,c0ee18ecc06ca4d7,a57eeedafaa1aee0,6289494731c566da,dcb76def3ced9d7b,e05e63bcccbafedb,8b70cbd7f8b9a2af,e6f5e45bb2f4f804,b83dc89a78927029,54b24caeab906212,7e860acda8697471
ca4a70659e407c82,92cce56cc5c0089a,76fba8ff25f765b6,9580a525da7618e9,5f6525508e7e07b7,2963acac637dbbd5,d53c7492541ddf04,4e07173c3bba48d2,23e484585a3b5d71,ab1bdad8537b85cd,c0af13494532539f
7dc479beaebcc30f,b49bb8ec9c2b8481,26c95b75d8237f39,feb666a0b4f1d685,5e3204219e25bd7a,57e42b888551c3de,e063f6ab7a00925d,ab1bdad8537b85cd,10fbfe48f770e0e9,dcb76def3ced9d7b,425f241df843cd89
a14b5b67b256ec7b,7b23d0f53a5041e6,90662dbf3f0d00ca,77c995ae877308a5,2b51eed75e25e273,68105145a475054f,1cc21aa79b1834fd,95ec5269b00989ea,a1a634218917004f,236dec13a662098a,22948b6ee6a5aea3
